DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2012-01-12,LAS,Las Vegas,36.080056,-115.15225,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.541666666700001,8.88075186137,3
2011-09-29,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.625,8.626614530680001,3
2013-01-29,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,6.61538461538,5.04213019696,3
2012-06-24,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364346999999995,-71.00518100000001,12.083333333299999,8.1289427446,3
2012-04-12,DEN,Denver,39.861655999999996,-104.67317800000001,PHX,Phoenix,33.434278000000006,-112.011583,10.4285714286,6.910654300219999,3
2013-01-10,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,14.68,12.1405656101,3
2012-09-22,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,18.588235294100002,12.6828866972,3
2012-10-24,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,14.961538461500002,11.441960563599999,3
2013-02-21,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,10.6111111111,8.16116261101,3
2012-06-04,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,9.6,6.08189721092,3
2013-03-05,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,14.75,12.152198398900001,3
2012-07-15,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,11.434782608699999,9.47641132188,3
2013-02-22,SFO,San Francisco,37.618972,-122.374889,BOS,Boston,42.364346999999995,-71.00518100000001,13.833333333299999,10.8012344973,3
2012-12-10,DEN,Denver,39.861655999999996,-104.67317800000001,DFW,Dallas-Fort Worth,32.896828,-97.037997,8.76470588235,6.95996957397,3
2012-08-28,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,11.7142857143,9.176834188010002,3
2013-01-17,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,9.055555555560002,6.197458893130001,3
2011-09-12,SFO,San Francisco,37.618972,-122.374889,EWR,Newark,40.6925,-74.168667,12.16,7.603069555560001,3
2012-08-17,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,11.0454545455,7.35803592276,3
2011-10-21,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,15.354838709700001,9.638631946830001,3
2013-01-18,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,8.333333333330001,6.48074069841,3
2012-03-18,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,15.7666666667,10.772517182,3
2012-11-06,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,9.555555555560002,7.22106576965,3
2011-11-14,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,11.5,9.738240771989998,3
2012-01-22,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.5454545455,9.27221796411,3
2012-01-05,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,11.857142857100001,10.9008518671,3
2012-11-05,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,10.9523809524,7.940253084610001,3
2012-11-26,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,7.72222222222,5.50727385913,3
2012-10-24,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,12.142857142899999,9.139396666549999,3
2012-10-12,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,13.304347826099999,10.2887174862,3
2013-01-13,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,13.4642857143,9.860065895870001,3
2011-09-07,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,9.47368421053,7.7270694535,3
2011-09-28,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,8.52631578947,6.31900502939,3
2012-03-06,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,10.1,9.01986112625,3
2012-05-16,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,9.61111111111,7.41333368599,3
2011-09-21,EWR,Newark,40.6925,-74.168667,SFO,San Francisco,37.618972,-122.374889,14.3103448276,8.89664241753,3
2012-05-11,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,10.9545454545,8.871985190030001,3
2012-03-25,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.5714285714,11.6250960057,3
2012-11-06,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.7692307692,7.9815171104600005,3
2013-01-22,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,11.6818181818,9.17235164132,3
2012-07-10,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,10.210526315800001,7.656362258989999,3
2011-09-02,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,13.0,7.937253933189999,3
2013-01-31,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,11.75,9.28425378913,3
2012-06-01,MIA,Miami,25.79325,-80.29055600000001,LGA,New York,40.777245,-73.872608,10.5,6.49358657959,3
2011-11-27,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,16.0303030303,9.72266954238,3
2013-01-22,DEN,Denver,39.861655999999996,-104.67317800000001,SFO,San Francisco,37.618972,-122.374889,12.304347826099999,8.72527562789,3
2013-01-29,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,9.4,8.559038664310002,3
2012-10-15,DEN,Denver,39.861655999999996,-104.67317800000001,SFO,San Francisco,37.618972,-122.374889,10.85,8.00180900599,3
2013-02-18,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,9.78947368421,9.1017638545,3
2012-07-08,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,12.083333333299999,8.01583577604,3
2011-11-29,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,11.956521739100001,10.2046257821,3
2013-01-24,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,9.555555555560002,6.56391402444,3
2013-01-17,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,7.1875,5.612114871719999,3
2012-02-13,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.666666666669999,8.0,3
2012-12-02,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,9.894736842110001,7.22568517968,3
2012-06-01,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,9.090909090910001,12.9031356302,3
2011-10-24,SFO,San Francisco,37.618972,-122.374889,SEA,Seattle,47.449,-122.309306,11.15,8.330508293080001,3
2011-10-21,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,13.2692307692,8.88395268924,3
2011-09-28,BOS,Boston,42.364346999999995,-71.00518100000001,PHL,Philadelphia,39.871944,-75.241139,8.5,5.33853912602,3
2013-01-07,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,15.222222222200001,11.4432826562,3
2012-02-17,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861655999999996,-104.67317800000001,9.38888888889,6.607828591360001,3
2013-01-08,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.913043478299999,10.4050383053,3
2012-12-22,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,20.85,14.278457864000002,3
2012-10-12,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,12.304347826099999,9.37324423612,3
2012-02-28,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,8.61111111111,6.85255546055,3
2012-03-27,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.6153846154,10.2179329537,3
2012-01-11,BOS,Boston,42.364346999999995,-71.00518100000001,ATL,Atlanta,33.636719,-84.428067,10.0,7.325753658610001,3
2011-12-13,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,12.5454545455,11.091512296400001,3
2011-12-14,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,8.8,8.817191000700001,3
2011-11-10,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861655999999996,-104.67317800000001,10.95,8.53152050371,3
2012-07-14,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,14.357142857100001,10.0561913331,3
2012-07-24,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,12.347826087,8.824597315830001,3
2011-12-04,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,13.875,10.706814165099999,3
2013-01-23,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,6.6428571428600005,6.18443633222,3
2012-06-11,MSP,Minneapolis,44.881956,-93.221767,ATL,Atlanta,33.636719,-84.428067,11.48,7.969316156360001,3
2012-10-26,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751000000004,-73.778925,16.3529411765,11.472978406300001,3
2011-09-22,BOS,Boston,42.364346999999995,-71.00518100000001,ATL,Atlanta,33.636719,-84.428067,9.65,6.14966836932,3
2012-03-02,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,7.64705882353,5.94707046022,3
2012-09-18,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,20.1794871795,13.0724132892,3
2012-11-27,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,14.041666666700001,11.682313524100001,3
2012-04-06,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,8.61111111111,5.54276304944,3
2012-10-22,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,10.5,8.13428956127,3
2012-12-14,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,11.55,11.0523872153,3
2012-10-05,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,16.40625,10.5245009843,3
2012-02-15,DFW,Dallas-Fort Worth,32.896828,-97.037997,DEN,Denver,39.861655999999996,-104.67317800000001,7.666666666669999,5.53774924195,3
2012-01-09,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,9.09523809524,6.21212332383,3
2013-01-01,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,16.1935483871,11.0767605217,3
2012-06-07,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,13.434782608699999,11.7505361075,3
2011-11-20,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,13.1153846154,10.435811125499999,3
2013-02-10,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,10.7368421053,9.09726518895,3
2012-05-28,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,13.1153846154,8.86488318288,3
2012-02-19,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,15.153846153800002,11.9153424045,3
2012-09-12,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,8.0625,5.47075558462,3
2013-02-07,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,11.913043478299999,8.300673814260001,3
2012-11-04,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,13.1153846154,10.2306477726,3
2012-11-29,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,11.2857142857,10.8542289323,3
2011-09-04,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,12.75,8.47053717305,3
2012-03-09,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,10.5555555556,9.51297703278,3
2012-04-27,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,11.8181818182,9.29739525037,3
2013-02-25,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,7.533333333330001,5.449333729480001,3
2011-12-06,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,8.76470588235,6.95996957397,3
2012-06-19,BOS,Boston,42.364346999999995,-71.00518100000001,EWR,Newark,40.6925,-74.168667,10.4736842105,8.52035745894,3
2012-02-03,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861655999999996,-104.67317800000001,12.125,10.0317430971,3
2011-12-27,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,16.3823529412,11.523400976,3
2012-09-04,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,14.2857142857,9.69481397395,3
2011-09-01,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,12.607142857100001,8.28805157693,3
2012-10-04,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,8.76470588235,6.4374821530299995,3
2012-03-06,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,7.333333333330001,4.87950036474,3
2012-07-31,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,15.419354838699999,9.82437171375,3
2012-07-28,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,12.653846153800002,9.612251797339999,3
2012-05-14,DEN,Denver,39.861655999999996,-104.67317800000001,PHX,Phoenix,33.434278000000006,-112.011583,7.6111111111100005,5.34832451927,3
2012-05-02,BOS,Boston,42.364346999999995,-71.00518100000001,EWR,Newark,40.6925,-74.168667,5.583333333330001,3.7527767497300006,3
2011-10-02,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,13.9285714286,8.81467031139,3
2011-09-05,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,13.037037037000001,8.00231448001,3
2013-02-07,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,10.05,9.02904669445,3
2012-05-03,BOS,Boston,42.364346999999995,-71.00518100000001,PHL,Philadelphia,39.871944,-75.241139,7.8,6.31551377844,3
2012-03-23,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,11.6,8.90535025464,3
2012-03-16,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,10.1578947368,8.01570096675,3
2012-03-15,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,7.3571428571399995,6.307591797640001,3
2012-02-24,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,10.0555555556,8.30642715168,3
2011-11-14,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,15.34375,10.486886973099999,3
2012-07-10,CLT,Charlotte,35.214,-80.943139,ATL,Atlanta,33.636719,-84.428067,8.52631578947,6.29257429261,3
2012-03-11,PHL,Philadelphia,39.871944,-75.241139,MCO,Orlando,28.429394,-81.308994,10.7,7.88135708325,3
2012-09-18,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,11.7727272727,9.96628515681,3
2012-09-04,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,18.5945945946,12.9517468995,3
2012-08-20,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,10.347826087,7.18336902253,3
2012-06-23,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,16.4666666667,12.4144891248,3
2012-08-03,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,12.0476190476,10.18074747,3
2012-03-06,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,10.875,12.4626107484,3
2012-10-12,SFO,San Francisco,37.618972,-122.374889,ATL,Atlanta,33.636719,-84.428067,11.6818181818,8.866127965930001,3
2011-12-03,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,12.5769230769,9.69194749025,3
2011-09-26,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861655999999996,-104.67317800000001,11.958333333299999,9.019202541950001,3
2012-02-08,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,6.076923076919999,4.03033370127,3
2012-10-22,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,6.61538461538,4.874054806459999,3
2012-01-29,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,13.7692307692,8.9858007648,3
2012-03-20,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,12.304347826099999,11.022434900999999,3
2011-11-10,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,13.518518518499999,10.2708338751,3
2012-10-03,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,9.95238095238,8.26121171788,3
2012-02-27,ATL,Atlanta,33.636719,-84.428067,BOS,Boston,42.364346999999995,-71.00518100000001,11.1818181818,10.0410413216,3
2013-02-11,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,8.46666666667,7.48204199273,3
2012-04-20,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,10.833333333299999,10.4726534645,3
2011-10-13,LAX,Los Angeles,33.942536,-118.408075,DEN,Denver,39.861655999999996,-104.67317800000001,12.1304347826,9.46910933618,3
2011-09-12,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,8.823529411760001,6.2772933470300005,3
2013-02-04,BOS,Boston,42.364346999999995,-71.00518100000001,ATL,Atlanta,33.636719,-84.428067,7.4,5.24812891828,3
2011-10-20,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,13.8888888889,9.225105099810001,3
2013-02-14,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,9.3125,7.058977735239999,3
2013-02-10,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,6.75,4.94637914708,3
2012-03-05,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,9.529411764710002,9.91285558668,3
2011-10-24,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,13.461538461500002,8.882480596010002,3
2013-01-16,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,8.29411764706,5.4859446073800004,3
2011-10-03,DEN,Denver,39.861655999999996,-104.67317800000001,ORD,Chicago,41.978603,-87.904842,10.7619047619,7.758252135019999,3
2012-11-05,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,10.5882352941,10.2045261008,3
2013-03-05,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,12.4285714286,10.8100482357,3
2011-10-03,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,11.666666666700001,8.3745646653,3
2012-05-01,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,12.625,10.0425724229,3
2012-07-23,ATL,Atlanta,33.636719,-84.428067,LAX,Los Angeles,33.942536,-118.408075,12.3846153846,9.26963612264,3
2012-10-15,SEA,Seattle,47.449,-122.309306,LAX,Los Angeles,33.942536,-118.408075,16.1666666667,12.9217361205,3
2012-07-16,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,6.466666666669999,5.06904705988,3
2011-10-17,DEN,Denver,39.861655999999996,-104.67317800000001,LAX,Los Angeles,33.942536,-118.408075,13.3076923077,8.73507518351,3
2012-05-03,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,5.07692307692,3.77406806292,3
2012-06-27,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,9.77272727273,6.84475341781,3
2012-07-17,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,13.7692307692,9.69662907327,3
2012-10-07,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,8.27777777778,6.59594844944,3
2012-03-24,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,14.551724137899999,9.616155330989999,3
2012-06-13,ORD,Chicago,41.978603,-87.904842,DEN,Denver,39.861655999999996,-104.67317800000001,11.434782608699999,7.53070132528,3
2013-02-27,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,13.04,10.4062481231,3
